USI Code,Name,Address - Street,City,MPN,Contract Start Date,Contract End Date,Transaction Date,Level 4 Code,Level 5 Code,Tenure (months),Product Name,Unique ID
a0792f54-b44c-4498-a7ae-1897563a10e6,Thomas Perkins,50791 Ortiz Pine Apt. 843,Port Gregory,064-436-1630x9206,2019-12-31,2020-06-25,2019-06-23,9682,2088,37.0,Smartwatch,3a372a9b-f773-4903-b51e-e4f1e1d19262
72f28208-be4b-41ee-b95a-8b970495c3d5,Christopher Fox,76652 Huerta Trail Apt. 741,Christopherberg,001.666.5431x618,2021-08-10,2024-09-10,2020-04-12,3629,5323,28.0,Phone,88a96333-d318-4009-9f30-ba744642682e
589536f3-7fe2-4d91-b1bc-e139343a63b1,Reginald Martinez,5274 Jenna Lights Apt. 257,East Elizabeth,+1-271-886-1591,2022-11-11,2023-03-10,2021-04-27,8906,7254,3.0,,a07f6238-216a-4e2d-971d-098857c2d47c
2c244d90-527c-4f38-896a-741a1392a7e9,Monique Leach,3076 Frank Valley,Salazarport,001-746-505-5270,2021-05-23,,2021-02-10,9115,9006,,Phone,625d5feb-8af3-45bd-8c8d-27bedfbc1018
1116e34c-b9d8-4fba-963d-287f4fea2529,Justin Armstrong,9712 Banks Valley,North Briannatown,001-684-632-2218x1408,2018-06-17,2022-07-16,,4573,5579,54.0,Smartwatch,a53a1727-91cb-4efa-9044-e281161c74c0
1a0ea6a2-8724-489c-a7c2-31f148e02134,Todd Torres,60408 Shelby View Suite 679,Zacharyburgh,+1-808-585-9818x3816,2019-10-06,,2022-11-08,4465,3022,,Tablet,a9ac73d8-a22e-4701-894b-ec789fc25529
e00328e4-35c0-480e-ba21-1a3164199dde,Michael Beck,3450 David Valley,New Jameshaven,992-350-6035,2022-11-29,2024-05-29,2021-10-17,2509,9798,21.0,,1a181a85-cb4c-4ab3-9c1f-9d0b31b999d6
dad4a1f1-af4e-4e3d-b3c8-9ecdaeb18b87,Sherri Alexander,192 Kelly Fords,North Carrie,+1-771-495-8053x322,2021-06-22,2022-04-25,2022-01-24,4365,5404,52.0,Smartwatch,ede8a438-72e8-42f3-ad73-478963ad2e8c
3f3218ca-7e01-4dca-8e48-67b692117cd7,Terry Valdez,18768 Eric Union Suite 179,Port Savannah,960.767.4372x962,2022-01-12,2024-08-10,2022-06-11,4673,1294,53.0,Tablet,9cab9697-8ae2-45a1-82d7-e3070033d199
66361a4b-1e31-42f6-864d-0f2b72fa30df,Andrea Salazar,96968 Kimberly Shoal,South Michaelport,001-209-825-1826x4428,2021-11-17,2023-05-02,2023-07-21,3366,4447,50.0,Phone,a1faf7bf-f461-4440-9c80-bdf76ad3ad58
2135a855-3258-4dd2-9cd3-64b3935914c6,Alicia Lopez,142 Davis Centers,West Jefftown,5809172738,2021-11-11,,2019-03-27,1998,9359,,Smartwatch,3e8e7242-f17c-4a45-8075-4a6f982b3115
40454402-ce44-4a83-82e8-f26a128643ce,Vanessa Lowery,795 David Viaduct Suite 648,Robertmouth,843-745-2153,2021-04-28,2024-10-01,2020-12-03,7553,1059,44.0,Smartwatch,a732dbcb-7c9d-4ea2-9797-34f1ccfb84f8
8627b12d-1615-4208-a63b-6e4b454ee146,Krista Mccarthy,991 Robert Forges Suite 801,Carolton,001-132-961-5529x7256,2022-01-19,2023-07-22,2019-06-20,5885,6655,33.0,Phone,89fa4197-aee9-44dc-b92d-7847e5ec74dc
7d8fa463-dddf-423a-a119-23c6d19b79c9,Dawn Silva,630 Lisa Loaf,South Heather,630-061-5869,,,,5054,8974,,Tablet,1686c341-c1a4-4a89-b769-25248d51fe37
8c6137c5-712b-4bb8-8e5e-a533e46cbf28,Chase Beard,235 Martin Glen Apt. 874,East Corey,+1-165-165-4986x7035,2020-09-20,2022-10-26,2023-03-28,7147,5558,32.0,Tablet,dc78db15-054c-4976-b108-cf2f084ff8bf
5acaf6c8-134d-4bb2-99ea-d25ff41c927b,Erica Anderson,081 Lynch Summit,Mcgeebury,+1-154-894-5275x7383,,,2022-06-14,5165,5417,,Phone,6f1ce207-4559-4f88-8a17-ec5f42a31da1
29a75073-7af4-4032-bf22-b3e115813687,Shelley Herrera,6949 Berry Tunnel,North Christy,4079991032,,,2023-08-06,8755,1438,,Tablet,2d28ff6a-67cf-4954-8a82-6683e37a9205
341bc7a6-0915-4b2b-b08c-39422637d058,Christy Hardy,01779 Abbott Valley Suite 307,East Cassandrachester,246.738.8595x93789,2019-09-14,,2018-08-22,6994,2804,,Tablet,f12bb300-f97a-4898-99bf-cb74abaaee4a
3b8c1cff-3423-4db0-85c9-934f35252e9e,Jill Weaver,480 Christopher Drive,South Amy,159.781.4518x985,2019-05-11,2022-01-15,2021-06-02,4294,5883,10.0,Smartwatch,d15ecfb7-6944-4fa9-9f27-ffd195b6d021
78cea079-5c54-45cc-a119-d2a70a04f28d,Emily Gibson,95954 Harris Canyon,West Andrea,163-218-8557x9205,,,,1466,9825,,Tablet,50465275-2369-4d43-9cec-f73f2a57db7b
ac469974-5444-45be-a9e2-19799a3fae2e,Vincent Wright,576 Townsend Expressway Suite 104,Lake Jamesburgh,341.968.1123,,,2021-12-26,4143,3250,,Smartwatch,5acf4035-aa04-4844-9cd5-59d40ab1b8f7
707aeb51-2fff-498c-89fc-663dd5a26218,Stacy Romero,151 Chris Crossing,West Pamelaborough,(555)814-0274,2021-08-30,2024-06-12,,3746,9839,50.0,Tablet,f1fd8597-8b13-4192-b6ed-ead0f0deeffd
74637ba7-9347-46eb-bf1f-7a438e716716,Amanda Alexander,69032 Lopez Lodge Suite 625,Stacyton,762.122.1213x902,2020-09-07,2022-04-17,,1682,4955,6.0,Phone,ba6aa67b-d31c-4709-8ba6-1c73f953c0e0
7cb654ac-ca6c-4627-b78a-2280a442eb8e,Michelle Powers,8026 Torres Parkway,Katelynport,801-184-1790x276,2020-06-14,2023-05-15,2021-02-19,4330,2895,39.0,Phone,a6f9d449-a893-4e2c-be09-a8f91c80eb42
a58ce542-0231-4cfc-a1c1-fcf73535c0c4,Derrick Garrett,4513 Nathaniel Walk Suite 353,Jamesside,001-484-895-6192x217,2022-06-27,2022-10-03,2022-02-24,7753,3281,23.0,,cea10d7c-54c4-4205-aeb5-9c5486e1e710
40aff034-209d-4025-87ca-8fc747c676d8,Sarah Banks,8796 James Squares Suite 191,Simsmouth,224-477-8556x737,,,2021-01-14,8622,9891,,Tablet,2448aa75-a2b0-4eac-b9a5-d932392611e9
ff19cc48-9bcc-4d11-86a0-018fc52729b0,Sierra Mercer,5677 Edwards Grove,Rogerville,(971)230-1184x6860,2019-10-14,,2019-06-26,9508,9327,,Phone,2f95a5e5-5f06-4a8b-981b-c02ae90a961e
ddb114d1-bcfd-49cc-afcd-c4aa209cd6fe,Angela Dennis MD,66816 Eric Highway Apt. 134,Tracyport,(263)148-8819,,,2023-03-11,4321,4197,,,2725bf8e-6920-4d84-b04e-da2d0417a7d2
d04af5b8-6ff3-4f5e-9f2c-fbc4ab54610a,Cassandra Herrera,538 Jennifer Spring,Port Nancy,955.551.4548,2018-07-25,2020-08-04,2022-04-14,2599,1769,39.0,Tablet,28db7b3a-0bce-4839-9e99-da5481080f5c
0ea0f2a5-4efb-4ec2-b2a4-53372f3ca367,Erin Bean,264 Lewis Ranch,South Vanessa,(694)930-1646x479,2021-03-13,2023-10-19,2022-03-24,1278,4081,48.0,Smartwatch,61061db3-5fd5-4ba8-9541-cefe8b64deb1
1c3c8bf3-41d7-4cae-923c-34685f8ac643,Jamie Johnson,073 Stanley Vista Apt. 364,Mollyside,+1-385-919-1570x5436,2021-05-11,,2023-08-31,3491,4492,,Tablet,56f3ee7b-b649-424d-bf0a-63137d231d71
3e4cac76-2a9f-437c-a124-84b92eaa4042,Vickie Spencer,9837 Crawford Ville,North Jerome,337-167-8328x624,,,2023-02-19,7119,7360,,Tablet,08d97c13-edda-435f-93be-074a302683ad
0339c0ad-254e-4b69-9683-dfdcb02ac867,Eric Smith,0192 Johnson Springs Suite 526,Victoriastad,426.525.2317x8339,2018-04-23,2023-08-02,2019-04-03,4138,3216,10.0,,ff45fea0-3447-439a-88e1-cd186e774b47
8a4ef11b-376d-4881-b6d8-4fa7e209f763,Derek Waters,52197 Stephanie Mill,Smithfort,149-161-4816,,,2021-09-09,7102,9472,,,65e9204a-a981-405d-9e96-d6e7c8bf6da8
07cf0420-cab2-4ebd-97fd-0cf0947d5dbc,Christine Hines,5539 Johnson Circle,South Christine,883.073.3291x5516,2021-08-15,,2020-12-01,8968,2472,,Smartwatch,8f3d1a02-dbf7-449d-8b81-707470f1aa6c
b5ea03f7-3955-43b5-846c-8f616f82fb7c,John Peterson,4607 Melissa Turnpike,Hoopermouth,+1-098-143-2446x2165,2019-12-04,,2022-02-13,6371,3659,,Phone,ce281c7d-0886-4009-a38f-cf7d153c752c
66cafcbc-1339-41b5-9d61-6f747178d8db,Angela Marsh,162 Mary Glens Suite 345,Amandaburgh,(230)020-5105,2018-09-07,2020-06-05,2020-07-17,6286,4773,50.0,Tablet,da8cc25e-c6df-480d-ab76-5b96a97d958d
a4ee79d5-0551-408a-98ca-16c4ce2e626c,Christine Craig,22850 Reid Parks Apt. 482,Keithmouth,280.149.2911x1114,2021-03-04,,2019-09-15,8482,7014,,Smartwatch,f76eb897-927b-4082-90ba-2936d3559d86
d6e7bd1d-f84a-4e73-9b67-6a4389890da0,Jessica Shannon,03982 Page Circles,Kellyside,174-532-9252,2020-05-23,2021-07-21,2018-03-01,6681,4798,41.0,Smartwatch,d69629c7-2d21-4867-b9cb-2472f81dfdd5
ae972c3d-8372-4720-89d8-f43599a905a4,Christopher Ellis,78032 Jonathan Unions,New Stephen,(104)230-0709x9469,2021-10-14,2021-12-18,,1896,5712,12.0,Phone,3d2e0b19-925f-4102-842b-9cda55b6fc02
6f94ba40-95a5-4bcd-b70d-a59bd19243dc,Cody Perkins,3372 Dakota Trail,Barnettport,001-590-425-9231,2018-09-29,2022-07-09,2021-09-04,3645,7673,5.0,Smartwatch,388e3a9e-2cd8-4149-93b6-5c18f15e68e6
3a4f7b69-2697-4a17-b039-d8602afff32a,Brittany Adams,00335 Ashley Via Apt. 936,South John,(242)058-1771x5967,2018-06-09,2019-07-21,,3627,3562,2.0,,532c6552-75cb-41ba-939e-c4df529aa35b
5911c2c7-4d7d-498f-b5f7-1643dcbfdd39,Joanne Crawford,2614 Hanson Crossroad Apt. 204,Davidburgh,(969)659-7333x4075,2022-04-21,2024-08-30,,9596,1286,27.0,Tablet,3342fde9-fbbd-452f-afd4-b6fabba69f3c
885fa962-2283-4bc9-b3cd-2930c7b22d49,Julie Gordon,0414 Bryant Plains Apt. 659,West Jessicashire,093-042-9963,,,2021-10-09,5314,9676,,Phone,079c7f88-048b-48a6-9b75-63a1a6b43328
b3c2c55c-ee3c-49f9-8684-6addf8475dbc,John Armstrong,89022 Hart River Apt. 224,South Deniseview,+1-425-160-1694,2019-09-02,2020-04-11,,3933,3911,44.0,Phone,401e7785-3e9b-4b14-96e3-2ebe2ce3d1c6
fbee3cef-8918-4efb-a615-3962a5b612f7,Tanner Scott,66189 Bush Junction,Lopezbury,257.823.8478,2021-08-30,,,2857,5252,,Phone,281b36e6-1064-4cc0-aa3e-5883b0479400
3b6b2a51-bac8-4dab-ac64-02bc79998742,Devon Mckee,6012 Christy Square,East Kimberlyshire,(705)391-4018x6157,2021-01-17,2022-08-18,,7450,5347,18.0,Tablet,65029a46-ca83-48cf-b268-977d3e0a8bf6
5a8ce911-b1c6-46ec-afb9-b691a4c71bb1,Brooke Payne,38492 Bennett Brooks Suite 884,Michaelside,338-952-2163,2020-10-22,2024-12-17,2023-05-06,6278,5213,45.0,,86e165a8-57d0-4451-b154-96e1ad6fe169
15a8ffe2-95db-4d22-935e-7ffd81f96c9a,Carmen Jones,7406 Moreno Lock,Jenniferland,(869)442-0882,,,2022-05-30,6119,4818,,Tablet,391584f0-3975-4c3f-9d82-0204a2920cc7
8f6e4fc5-2c31-4d22-a979-95709f0b1628,Jillian Bailey,92452 Garcia Stream,South Matthewland,7244676251,2021-03-28,2023-09-13,2018-08-05,1618,9066,4.0,,7da9da4d-f75c-4854-aaba-b5e560ce63a4
0664e8e9-6ca7-4501-94e1-8386230c70d1,Molly Hunter DDS,50295 Thomas Unions Suite 313,Ericaport,(742)166-0823,,,2020-07-29,6278,7350,,Tablet,d9d44bb9-c984-4c11-a0e4-9ab047bc679e
0c4e1c70-5c6c-4117-bf6a-1868cece01eb,Richard Odonnell,08410 Griffin Hills Apt. 757,Lake Joshuaview,001-580-486-9384x69348,,,2023-07-06,7233,8437,,Tablet,d30e5f81-fc3e-497d-ae3c-3857a9847892
771c6102-0b48-4518-bd80-2a6cef51ed66,Leslie Ramos,055 Jones Grove Suite 696,South James,992.300.7133x72260,2022-03-26,,2023-02-04,7141,4013,,,5dfc10a4-49bf-436b-969f-b22485577c40
3400d94e-1f84-4382-83d5-9ad248450561,Lawrence Reynolds,4706 James Manors Apt. 736,Floresstad,001-837-467-3933x050,2019-05-06,2019-12-20,2023-08-09,5401,5963,50.0,,d6b1493a-0f5f-4fd6-a4f0-d8e9864b1eaa
fbe659cf-a35a-4af9-9f3d-3868adcadcf2,Leslie Mcgrath,4745 Jones Meadow,Port Victoria,217.138.1318,,,,3732,9034,,Tablet,abaee2ab-d836-42e3-adeb-6d8a85816782
1a6e88b9-713f-444e-bcf7-91af35cb7466,Christopher Davis,7817 Briana Inlet Apt. 919,West Jesusport,318.640.0846,2022-01-23,,2022-03-27,8372,5306,,,be13eaa7-b948-4f9b-9a74-a5e2bc20c374
b857920e-89c1-43a9-adf5-8da00d378100,Kelly Hardy,6431 Robert Harbors Suite 073,Johnsontown,+1-822-367-0487x23587,,,2022-12-17,2786,3308,,Smartwatch,b75f0d80-2625-4e73-890e-b5616944e8b8
da9fdcfe-acd4-425e-950e-83fa5c912540,Steven Simmons,4564 Ronald Square Apt. 407,West Melissatown,905-170-8668,2019-08-18,2021-04-20,,4868,3077,52.0,Phone,70a8027c-fe07-4d6e-944d-90b445b100af
84cb5285-b5fb-4ae6-a28c-7f68e2d379e3,Karl Curtis,718 Rogers Ports,Romeromouth,001-504-175-6983x45874,2018-01-24,2018-07-28,2018-05-16,5083,4896,24.0,,4318b4cb-ecdf-487c-9bdc-d758812cee94
4630ba87-577e-4622-ac20-77634b4e6cca,Curtis Lloyd,51749 Shawn Overpass Suite 352,Kristinborough,4832614775,,,2020-12-19,6944,4552,,Phone,addbe233-32be-4893-a9cd-cc1c690bac3b
4abb458c-4423-434c-af4c-3fcec0b4249f,Sean Watson,7001 Barnes Manors Suite 361,South Jaychester,017.677.9804,2019-09-02,2024-06-06,,1747,6055,23.0,,9caaa1b1-562f-4cc8-b699-2b2f6bfaa4f8
b5b1e1f2-fe12-4a61-89fd-383b0feb0507,Julia Douglas,01358 Garcia Causeway Suite 415,West Robert,526.376.1566x57105,2018-08-16,2023-05-21,2018-06-15,1537,5290,30.0,Tablet,1b450a0c-d438-407d-a477-f45401f576e7
7a20a93a-1e51-4c56-b35c-3e798c9e3edf,Pamela Maldonado,7032 Mathews Forge Apt. 822,Matthewmouth,928-798-6327x0526,2018-01-06,2020-01-03,2021-04-06,9953,4220,50.0,Tablet,f2b570aa-9309-4117-8503-d677ec1e5746
51428ea1-ef1a-49dd-8568-fb3614f9f42b,Jonathan Brown,3863 Alexander Drives,Currytown,+1-474-682-9341x3775,2020-12-23,2022-07-13,,8035,4781,5.0,Smartwatch,c18694e8-6788-4af8-88d9-9ff6a5e72685
f8d17858-5664-486c-acc2-80e5165b6074,Elizabeth Bradford,02931 Brenda Corners,Lake Brettton,+1-784-777-2631x633,,,2019-11-24,2036,9340,,Phone,44f7a824-bc0d-4343-8d4f-d15559768a26
c12c7bd5-9a6a-404b-9ef5-d3ab2ed67a24,Bryan Matthews,022 Nguyen Heights Apt. 311,Danielland,+1-560-281-0670x29498,,,2020-02-18,2798,9969,,Smartwatch,682f5a89-25c5-4bf4-b062-7009000638a5
fe46494e-4cea-4737-924d-a3e0dd8c5307,Kristen Franklin,140 Lisa Parks Suite 663,Port Joshuaport,793.793.5982x1620,2021-07-02,2022-08-28,2020-04-11,5898,4645,24.0,Phone,250a7d1a-405d-4a18-b269-92a3aa4adaef
5f00501b-2a6c-45cd-b4a1-07f997cf8a6c,Steven Jones,10975 Ramirez Parkways Apt. 783,West Joshuaside,810.195.2438x861,,,2021-01-26,9780,8552,,Smartwatch,7f8e06e2-3eea-4d8a-8f8a-fb330221269a
bd5e6f93-af40-400f-8631-9e51af066039,Sabrina Fisher,254 Hill Street Apt. 554,North Colleen,+1-938-037-1282x553,2022-02-23,,2018-12-06,9224,8625,,Phone,d1242e5b-9abf-41c5-9c7a-5e1e613f0fad
064669d0-3f4e-4e5a-b1ab-169da5d2e272,Douglas Barrett PhD,40115 David Park Suite 584,Lake Monique,(503)665-9053x3169,,,2023-07-01,5332,9714,,Smartwatch,f3223bf3-da6d-4477-9f99-73135fd3aa3c
78c0a35d-4e94-41ef-a2ff-03d8311fff78,Adam Lee,2864 Fuentes Skyway,Jaybury,+1-204-488-7840,2020-12-10,2020-12-19,2019-10-19,2282,7057,35.0,Tablet,1f84fc7b-b6ef-499b-a103-221e06bc4fe1
50485d2b-b98c-49f7-9431-cdd5c7c403c8,David Montgomery,7312 Maxwell Plaza,Mooremouth,(826)008-7984x76767,,,,8355,2045,,Smartwatch,ccf15f37-7246-4f56-8562-8fc3f8e64e27
453e56ae-05a2-4ba0-a013-35acef1b0c9f,Douglas Jackson,2371 Morgan Crest Suite 731,New Sean,001-323-753-4090x60218,2022-11-17,2023-03-12,2019-03-02,6744,3662,18.0,,fd50ad73-b02d-4851-a309-0b4c1e69424b
cde117f2-f019-41f1-a271-826d9cebf43e,James Hurst,407 Castro Locks Apt. 411,Tranmouth,+1-721-095-3476,,,2018-08-21,8628,7639,,,8148aae6-ca41-49fb-8509-fbf6449253a6
6f4f816d-0c34-4591-9d19-5669acc75e6a,Joseph Reyes,89242 Barbara Summit,South Jason,169-567-7196x2812,2019-07-08,2022-09-23,,6244,7323,58.0,,766837f1-45ee-435f-9d74-d13c60e38670
e6b6e63f-d9d2-4ac5-9702-a8d8b3e55365,David Morgan,566 Sanchez Neck,Port Ryan,788-313-8650,2022-04-05,2023-01-21,2019-10-16,6948,4479,24.0,,9be27ebb-ee2b-490b-aef3-86ae431a2db1
8f772f8c-642f-4f17-aa75-52642d36df16,Meredith Munoz,963 Foster Squares Apt. 128,New Jamesfurt,001-585-964-8583x38618,2021-07-04,2021-12-15,2020-07-08,5619,9545,33.0,,ca52f001-a65c-4150-9246-16d232103f3d
e7827009-92cb-40a1-9a4d-6c78e0951a32,Valerie Bullock,92502 Ralph Drive Apt. 146,Marissastad,310.995.4589x687,2021-07-19,2022-03-25,,7400,6356,46.0,Smartwatch,dadbbb2b-e112-4c35-a4b6-868c8f2951ce
ea59ca3a-1552-4209-809e-a405a86c12c9,Erin Jackson,344 Angela Lodge Suite 548,Coxmouth,001-400-587-6222x84527,2021-07-04,2024-01-21,2021-11-22,8160,5465,48.0,Phone,f6e12e62-bf48-4258-b3b2-c644c45634a2
db47313e-fc4c-427d-82f4-490a577864a1,Harry Cannon,99101 Lisa Stravenue,Ashleyberg,161-010-6412x132,2022-07-06,2024-08-30,2021-10-01,3289,9779,46.0,,077429d1-19e8-490c-b467-6d395043632e
6bc05e46-a8b6-4c1e-bbd6-a999c6bba54f,Sheila Berry,8986 Joanne Expressway Apt. 728,Heidihaven,001-687-104-1727,2021-02-12,2024-12-06,2021-05-03,2563,3974,7.0,Smartwatch,3090e887-109a-4fff-8005-25316736e97b
8d2e28ee-f245-4d47-ac66-6bc8a752be9a,Shannon Curtis,1505 Rodriguez Divide,Greenstad,026.382.1595,2020-11-04,2022-05-15,2023-12-08,5279,7394,8.0,Tablet,1d7d31a6-c4ed-4515-881d-29026acc61af
150563f1-d6fc-4d55-91e5-a8850aa9a021,David Leblanc,625 Charles Key Apt. 949,Kathyton,006-281-4519,2021-12-13,2024-09-03,,7483,6149,53.0,Tablet,7fcfc99f-a4b1-432d-8a1d-007e8cc4b17a
8612ecb9-6aff-4b42-b942-38aa16fe81f1,Antonio Chapman,922 Jeff Green,New Ronaldville,+1-325-912-5881x4856,2022-01-04,2024-03-28,,3143,5500,38.0,Tablet,250caf91-bcc6-4968-8ec8-584474af00a4
e0323d01-5e13-423e-93c9-03248f3fca88,Erica Moses,034 Shannon Crossroad Apt. 726,Marcusburgh,619.201.3368,2021-10-25,,2019-07-14,5406,1727,,,82f07695-1536-43d5-89bd-cd7c989e7aa1
9271ce78-98f6-409b-8bfe-c59d5370aae8,Billy Smith,73803 Roman Trail,North Curtis,1268025521,2019-01-10,2024-03-23,2023-07-16,3131,1455,32.0,,cfa7e8b1-6163-491c-bae3-37e216cee894
